Capitulo;Nivel;Codigo;Descripcion
12;SUBPARTIDA;1207.50;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - Semillas de mostaza:
12;SUBPARTIDA;1207.50.10.00;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - Para siembra
12;SUBPARTIDA;1207.50.90.00;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - Las demás
12;SUBPARTIDA;1207.60;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - Semillas de cártamo (Carthamus tinctorius):
12;SUBPARTIDA;1207.60.10.00;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - Para siembra
12;SUBPARTIDA;1207.60.90.00;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - Las demás
12;SUBPARTIDA;1207.70;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - Semillas de melón:
12;SUBPARTIDA;1207.70.10.00;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - Para siembra
12;SUBPARTIDA;1207.70.90.00;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - Las demás
12;SUBPARTIDA;12079;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - Las demás
12;SUBPARTIDA;1207.91;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - Semillas de amapola (adormidera):
12;SUBPARTIDA;1207.91.10.00;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - - Para siembra
12;SUBPARTIDA;1207.91.90.00;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - - Las demás
12;SUBPARTIDA;1207.99;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - Las demás:
12;SUBPARTIDA;1207.99.10.00;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - - Para siembra
12;SUBPARTIDA;1207.99.90;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - - Las demás:
12;SUBPARTIDA;1207.99.90.10;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - - - Semillas de Karité
12;SUBPARTIDA;1207.99.90.90;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO QUEBRANTADOS. > - - - - Los demás
12;SUBPARTIDA;1208.10.00.00;HARINA DE SEMILLAS O DE FRUTOS OLEAGINOSOS, EXCEPTO LA HARINA DE MOSTAZA. > - De habas (porotos, frijoles, fréjoles)* de soja (soya)
12;SUBPARTIDA;1208.90.00.00;HARINA DE SEMILLAS O DE FRUTOS OLEAGINOSOS, EXCEPTO LA HARINA DE MOSTAZA. > - Las demás
12;SUBPARTIDA;1209.10.00.00;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - Semillas de remolacha azucarera
12;SUBPARTIDA;12092;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > Semillas de remolacha azucarera > - Semillas forrajeras
12;SUBPARTIDA;1209.21.00.00;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - - De alfalfa
12;SUBPARTIDA;1209.22.00.00;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - - De trébol (Trifolium spp.)
12;SUBPARTIDA;1209.23.00.00;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - - De festucas
12;SUBPARTIDA;1209.24.00.00;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - - De pasto azul de kentucky (Poa pratensis L.)
12;SUBPARTIDA;1209.25.00.00;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - - De ballico (Lolium multiflorum Lam., Lolium perenne L.)
12;SUBPARTIDA;1209.29.00.00;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - - Las demás
12;SUBPARTIDA;1209.30.00.00;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - Semillas de plantas herbáceas utilizadas principalmente por sus flores
12;SUBPARTIDA;12099;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > Semillas de plantas herbáceas utilizadas principalmente por sus flores > - Las demás
12;SUBPARTIDA;1209.91.00.00;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - - Semillas de hortalizas
12;SUBPARTIDA;1209.99.00;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - - Las demás:
12;SUBPARTIDA;1209.99.00.10;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - - - Semillas de árboles frutales o forestales
12;SUBPARTIDA;1209.99.00.90;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA. > - - - Las demás
12;SUBPARTIDA;1210.10.00.00;"CONOS DE LÚPULO FRESCOS O SECOS, INCLUSO TRITURADOS, MOLIDOS O EN «PELLETS»; LUPULINO. > - Conos de lúpulo sin triturar ni moler ni en «pellets»"
12;SUBPARTIDA;1210.20;"CONOS DE LÚPULO FRESCOS O SECOS, INCLUSO TRITURADOS, MOLIDOS O EN «PELLETS»; LUPULINO. > - Conos de lúpulo triturados, molidos o en «pellets»; lupulino:"
12;SUBPARTIDA;1210.20.10.00;"CONOS DE LÚPULO FRESCOS O SECOS, INCLUSO TRITURADOS, MOLIDOS O EN «PELLETS»; LUPULINO. > - - Conos de lúpulo"
12;SUBPARTIDA;1210.20.20.00;"CONOS DE LÚPULO FRESCOS O SECOS, INCLUSO TRITURADOS, MOLIDOS O EN «PELLETS»; LUPULINO. > - - Lupulino"
12;SUBPARTIDA;1211.20.00;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - Raíces de ginseng:
12;SUBPARTIDA;1211.20.00.10;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - Frescas o secas, excepto quebrantadas y pulverizadas
12;SUBPARTIDA;121120009;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - Las demás:
12;SUBPARTIDA;1211.20.00.91;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - Presentadas en envases acondicionados para la venta al por menor
12;SUBPARTIDA;1211.20.00.99;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - Las demás
12;SUBPARTIDA;1211.30.00.00;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - Hojas de coca
12;SUBPARTIDA;1211.40.00.00;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - Paja de adormidera
12;SUBPARTIDA;1211.50.00.00;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - Efedra
12;SUBPARTIDA;1211.60.00.00;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - Corteza de cerezo africano (Prunus africana)
12;SUBPARTIDA;1211.90;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - Los demás:
12;SUBPARTIDA;1211.90.10.00;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - Orégano (Origanum vulgare)
12;SUBPARTIDA;1211.90.90;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - Los demás:
12;SUBPARTIDA;121190901;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - Uña de gato (Uncaria tomentosa):
12;SUBPARTIDA;1211.90.90.11;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - - Fresca o seca, excepto quebrantada y pulverizada
12;SUBPARTIDA;1211.90.90.12;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - - Presentadasen envases acondicionadospara la ventaalpormenor, excepto frescas, secas, quebrantadas y pulverizadas
12;SUBPARTIDA;1211.90.90.19;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - - Las demás
12;SUBPARTIDA;121190909;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - Las demás:
12;SUBPARTIDA;1211.90.90.91;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - - Frescas o secas, sin quebrantar ni pulverizar, excepto las de subpartida 1211.90.90.95 8 2E 5,6 kg
12;SUBPARTIDA;1211.90.90.92;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - - Raíces de regaliz presentadas en envases acondicionados para venta al por menor, excepto las clasificados en la subpartida
12;SUBPARTIDA;1211.90.90.93;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - - Raícesderegalizpresentadasdeotraforma, exceptolasclasificados en las subpartidas 1211.90.90.91 y 1211.90.90.92
12;SUBPARTIDA;1211.90.90.94;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - - Presentadasen envases acondicionadospara la ventaalpormenor, excepto las clasificadas en las subpartidas 1211.90.90.91 y
12;SUBPARTIDA;1211.90.90.95;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - - Albahaca(Ocimumbasilicum), dientedeLeón(Taraxacum officinale), árnica (Arnicamontana), belladona (Atropabelladonna), cáscara sagrada(Rhamnuspurshiana), casiafístula(Cassiafistula), eucalipto (Eucalyptusglobulus), hierbamora(Solanumnigrum), laurelcerezo (Prunus laurocerasus), llantén (Plantago major), manzanilla (Matricariachamomilla, Anthemisnobilis), menta (menthaspp.), pimienta de Cubeba (CubebaofficinalisMiqueloPipercubeba), pimientalarga(Piperlongum), romero(Rosmarinusofficinalis), ruda (Ruta graveolens), ruibarbo (Rheum officinale), salvia (Salvia officinalis), sen (Cassia acutifolia, C. angustifolia), tilo (Tilia europaea), toronjil (Melissa officinalis), valeriana (Valeriana officinalis), zarzaparrilla (Smilax), frescas o secas sin quebrantar ni pulverizar, excepto las de la subpartida 1211.90.90.91
12;SUBPARTIDA;1211.90.90.99;PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS. > - - - - Las demás
12;SUBPARTIDA;12122;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > - Algas"
12;SUBPARTIDA;1212.21.00.00;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > - - Aptas para la alimentación humana"
12;SUBPARTIDA;1212.29.00.00;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > - - Las demás"
12;SUBPARTIDA;12129;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > Las demás > - Los demás"
12;SUBPARTIDA;1212.91.00.00;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > - - Remolacha azucarera"
12;SUBPARTIDA;1212.92.00.00;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > - - Algarrobas"
12;SUBPARTIDA;1212.93.00.00;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > - - Caña de azúcar"
12;SUBPARTIDA;1212.94.00.00;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > - - Raíces de achicoria"
12;SUBPARTIDA;1212.99;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > - - Los demás:"
12;SUBPARTIDA;1212.99.10.00;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > - - - Estevia (stevia) («Ka''a He''e») (Stevia rebaudiana)"
12;SUBPARTIDA;1212.99.90.00;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > - - - Los demás"
12;SUBPARTIDA;1213.00.00.00;"ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR, FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE. > Los demás > PAJA Y CASCABILLO DE CEREALES, EN BRUTO, INCLUSO PICADOS, MOLIDOS, PRENSADOS O EN «PELLETS»."
12;SUBPARTIDA;1214.10.00.00;NABOS FORRAJEROS, REMOLACHAS FORRAJERAS, RAÍCES FORRAJERAS, HENO, ALFALFA, TRÉBOL, ESPARCETA, COLES FORRAJERAS, ALTRAMUCES, VEZAS Y PRODUCTOS FORRAJEROS SIMILARES, INCLUSO EN «PELLETS». > - Harina y «pellets» de alfalfa
12;SUBPARTIDA;1214.90.00.00;NABOS FORRAJEROS, REMOLACHAS FORRAJERAS, RAÍCES FORRAJERAS, HENO, ALFALFA, TRÉBOL, ESPARCETA, COLES FORRAJERAS, ALTRAMUCES, VEZAS Y PRODUCTOS FORRAJEROS SIMILARES, INCLUSO EN «PELLETS». > - Los demás
13;SUBPARTIDA;1301.20.00.00;"GOMA LACA; GOMAS, RESINAS, GOMORRESINAS Y OLEORRESINAS (POR EJEMPLO, BÁLSAMOS), NATURALES. > - Goma arábiga"
13;SUBPARTIDA;1301.90;"GOMA LACA; GOMAS, RESINAS, GOMORRESINAS Y OLEORRESINAS (POR EJEMPLO, BÁLSAMOS), NATURALES. > - Los demás:"
13;SUBPARTIDA;1301.90.10.00;"GOMA LACA; GOMAS, RESINAS, GOMORRESINAS Y OLEORRESINAS (POR EJEMPLO, BÁLSAMOS), NATURALES. > - - Goma laca"
13;SUBPARTIDA;1301.90.90.00;"GOMA LACA; GOMAS, RESINAS, GOMORRESINAS Y OLEORRESINAS (POR EJEMPLO, BÁLSAMOS), NATURALES. > - - Los demás"
13;SUBPARTIDA;13021;"JUGOS Y EXTRACTOS VEGETALES; MATERIAS PÉCTICAS, PECTINATOS Y PECTATOS; AGAR-AGAR Y DEMÁS MUCÍLAGOS Y ESPESATIVOS DERIVADOS DE LOS VEGETALES, INCLUSO MODIFICADOS. > - Jugos y extractos vegetales"
13;SUBPARTIDA;1302.11;"JUGOS Y EXTRACTOS VEGETALES; MATERIAS PÉCTICAS, PECTINATOS Y PECTATOS; AGAR-AGAR Y DEMÁS MUCÍLAGOS Y ESPESATIVOS DERIVADOS DE LOS VEGETALES, INCLUSO MODIFICADOS. > - - Opio:"
13;SUBPARTIDA;1302.11.10.00;"JUGOS Y EXTRACTOS VEGETALES; MATERIAS PÉCTICAS, PECTINATOS Y PECTATOS; AGAR-AGAR Y DEMÁS MUCÍLAGOS Y ESPESATIVOS DERIVADOS DE LOS VEGETALES, INCLUSO MODIFICADOS. > - - - Concentrado de paja de adormidera"
13;SUBPARTIDA;1302.11.90.00;"JUGOS Y EXTRACTOS VEGETALES; MATERIAS PÉCTICAS, PECTINATOS Y PECTATOS; AGAR-AGAR Y DEMÁS MUCÍLAGOS Y ESPESATIVOS DERIVADOS DE LOS VEGETALES, INCLUSO MODIFICADOS. > - - - Los demás"
